geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
13844,-23.56672174,-46.64307012,são paulo,SP
13875,-23.55483652,-46.66368479,sao paulo,SP
13843,-23.56473619,-46.65036415,sao paulo,SP
13807,-23.55605631,-46.64377226,sao paulo,SP
13800,-23.55416024,-46.63979799,sao paulo,SP
13870,-23.5644063,-46.64675741,são paulo,SP
13847,-23.55473722,-46.65668172,sao paulo,SP
13825,-23.5631735,-46.64419712,sao paulo,SP
13860,-23.5570934,-46.6616613,sao paulo,SP
13835,-23.56669424,-46.64534206,sao paulo,SP
13874,-23.5568116,-46.65713483,são paulo,SP
13806,-23.55874807,-46.64638323,sao paulo,SP
13876,-23.55279902,-46.64906468,sao paulo,SP
13871,-23.56394493,-46.65362116,sao paulo,SP
13849,-23.55140756,-46.6578783,são paulo,SP
13801,-23.57057447,-46.64535975,sao paulo,SP
13846,-23.54892611,-46.65182115,sao paulo,SP
13842,-23.55908655,-46.64715072,sao paulo,SP
13841,-23.56356492,-46.64107907,são paulo,SP
13803,-23.566274,-46.64861048,são paulo,SP
13817,-23.55396192,-46.64885806,sao paulo,SP
13857,-23.55781173,-46.64271026,são paulo,SP
13873,-23.56832792,-46.64347362,sao paulo,SP
13802,-23.56182627,-46.64165491,sao paulo,SP
13872,-23.55049813,-46.64526951,são paulo,SP
13855,-23.55675621,-46.65416664,são paulo,SP
13805,-23.57015658,-46.6459181,são paulo,SP
13890,-23.56030757,-46.65335921,são paulo,SP
13877,-23.56450797,-46.64889212,são paulo,SP
13808,-23.56643653,-46.64474023,são paulo,SP
13879,-23.56904094,-46.64517449,sao paulo,SP
13804,-23.54995486,-46.64086611,são paulo,SP
13822,-23.55649353,-46.647612,sao paulo,SP
13895,-23.55513419,-46.65710366,sao paulo,SP
13908,-23.55517025,-46.66250134,sao paulo,SP
13972,-23.56328965,-46.64432105,sao paulo,SP
13960,-23.54749593,-46.64435606,são paulo,SP
13950,-23.56601053,-46.64608602,sao paulo,SP
13940,-23.55173086,-46.64511207,são paulo,SP
13901,-23.55832473,-46.64265176,são paulo,SP
13904,-23.55661335,-46.65363992,são paulo,SP
13900,-23.56104466,-46.64783304,sao paulo,SP
13905,-23.55515277,-46.64028583,sao paulo,SP
13920,-23.56732333,-46.64589964,sao paulo,SP
13930,-23.56523523,-46.64387804,sao paulo,SP
13973,-23.55739675,-46.65676691,sao paulo,SP
13990,-23.56607106,-46.64283351,sao paulo,SP
13970,-23.5516024,-46.64225364,sao paulo,SP
13976,-23.55398383,-46.64935833,sao paulo,SP
13975,-23.56623951,-46.64573802,sao paulo,SP
13971,-23.56607106,-46.64283351,são paulo,SP
13986,-23.55482715,-46.65673222,sao paulo,SP
13902,-23.55285994,-46.64535495,sao paulo,SP
13910,-23.54967334,-46.6513419,são paulo,SP
13915,-23.55476476,-46.6400555,sao paulo,SP
13974,-23.55162705,-46.6467937,são paulo,SP
13912,-23.56381259,-46.64538381,sao paulo,SP
13916,-23.55824705,-46.65336048,são paulo,SP
13995,-23.57214286,-46.62049676,sao paulo,SP
13918,-23.55763034,-46.65214991,sao paulo,SP
13911,-23.54776835,-46.64816535,sao paulo,SP
13919,-23.55402618,-46.64931617,são paulo,SP
13914,-23.569078,-46.64513603,sao paulo,SP
13903,-23.56171446,-46.64614272,sao paulo,SP
13917,-23.5492182,-46.65413594,sao paulo,SP
13977,-23.56754013,-46.64900122,são paulo,SP
13909,-23.55482854,-46.64472335,sao paulo,SP
13988,-23.55643697,-46.65840112,sao paulo,SP
13913,-23.56643653,-46.64474023,sao paulo,SP
14025,-23.5550388,-46.65691429,sao paulo,SP
14030,-23.55298158,-46.63977389,são paulo,SP
14075,-23.548921,-46.64720102,são paulo,SP
14093,-23.55891538,-46.64265229,sao paulo,SP
14060,-23.55086041,-46.64176726,são paulo,SP
14020,-23.55168936,-46.65138434,são paulo,SP
14057,-23.54795796,-46.6453903,sao paulo,SP
14050,-23.55156056,-46.64723922,sao paulo,SP
14095,-23.55303785,-46.6517871,são paulo,SP
14076,-23.56346558,-46.64913246,sao paulo,SP
14085,-23.55479461,-46.64857857,são paulo,SP
14010,-23.55782215,-46.65319754,sao paulo,SP
14021,-23.55725034,-46.65933388,sao paulo,SP
14080,-23.55568858,-46.64882387,sao paulo,SP
14096,-23.55673821,-46.65410814,são paulo,SP
14090,-23.54877116,-46.64744273,são paulo,SP
14056,-23.56231358,-46.6490729,são paulo,SP
14022,-23.56232858,-46.65469246,sao paulo,SP
14026,-23.55399944,-46.65770437,sao paulo,SP
14094,-23.56290506,-46.65461392,são paulo,SP
14015,-23.56831431,-46.64607258,são paulo,SP
14055,-23.55695074,-46.65090869,sao paulo,SP
14027,-23.55224668,-46.63833981,sao paulo,SP
14079,-23.56404604,-46.64530159,sao paulo,SP
14040,-23.55552764,-46.64697437,sao paulo,SP
14091,-23.56484777,-46.65031233,são paulo,SP
14031,-23.552504,-46.64629296,são paulo,SP
14066,-23.54780286,-46.64208812,sao paulo,SP
14024,-23.55572139,-46.64850974,são paulo,SP
14051,-23.55716857,-46.64556176,sao paulo,SP
14070,-23.55138238,-46.63799439,sao paulo,SP
14098,-23.55582719,-46.65872143,sao paulo,SP
14071,-23.55961387,-46.63980722,são paulo,SP
14062,-23.55526181,-46.6632049,são paulo,SP
14077,-23.56760186,-46.64699125,são paulo,SP
14061,-23.55060963,-46.64571193,sao paulo,SP
14065,-23.55916796,-46.65920858,são paulo,SP
14092,-23.55575545,-46.64885174,são paulo,SP
14078,-23.55544933,-46.6552644,sao paulo,SP
14033,-23.55264249,-46.6388785,sao paulo,SP
14072,-23.54874445,-46.65043481,sao paulo,SP
14097,-23.50263218,-46.69767822,sao paulo,SP
14073,-23.55416854,-46.64138089,sao paulo,SP
14001,-23.55752551,-46.65841258,são paulo,SP
14032,-23.55655441,-46.64870838,são paulo,SP
14164,-23.5524574,-46.64218015,sao paulo,SP
14166,-23.56705471,-46.64573346,sao paulo,SP
14160,-23.56018836,-46.64276934,sao paulo,SP
14150,-23.5519084,-46.64223317,são paulo,SP
14177,-23.55100618,-46.64789079,são paulo,SP
14180,-23.55874149,-46.65944475,sao paulo,SP
14161,-23.55152537,-46.65284831,são paulo,SP
14140,-23.56569304,-46.64493259,sao paulo,SP
14110,-23.55509998,-46.65798474,sao paulo,SP
14176,-23.55022577,-46.64614146,são paulo,SP
14171,-23.5521989,-46.65254953,sao paulo,SP
14179,-23.55512745,-46.65210484,são paulo,SP
14115,-23.55245065,-46.65338876,sao paulo,SP
14165,-23.55600669,-46.66004404,são paulo,SP
14170,-23.5600809,-46.65045115,sao paulo,SP
14178,-23.55608857,-46.6456822,sao paulo,SP
14120,-23.55608017,-46.6584614,sao paulo,SP
14169,-23.55297351,-46.659187,sao paulo,SP
14175,-23.58406691,-46.66998067,sao paulo,SP
14173,-23.56233151,-46.66120425,são paulo,SP
14141,-23.57034736,-46.653151,são paulo,SP
14185,-23.56136643,-46.65759387,sao paulo,SP
14151,-23.56854685,-46.66483314,sao paulo,SP
14240,-23.5653589,-46.65789022,sao paulo,SP
14210,-23.56883153,-46.69199439,sao paulo,SP
14200,-23.5689182,-46.65699514,sao paulo,SP
14270,-23.48850963,-46.71460628,sao paulo,SP
14230,-23.56943871,-46.66342129,sao paulo,SP
14260,-23.56349472,-46.64829324,sao paulo,SP
14250,-23.5806907,-46.68751888,sao paulo,SP
14220,-23.56974757,-46.65100357,sao paulo,SP
14390,-23.55859574,-46.65657076,sao paulo,SP
14340,-23.58343566,-46.6864627,sao paulo,SP
14305,-23.55184004,-46.6545531,sao paulo,SP
14300,-23.55520064,-46.66050841,sao paulo,SP
14350,-23.56627851,-46.65091408,sao paulo,SP
14312,-23.56042143,-46.66614387,sao paulo,SP
14315,-23.55951039,-46.6670639,sao paulo,SP
14307,-23.56023073,-46.65647026,sao paulo,SP
14400,-23.56834638,-46.68910543,sao paulo,SP
14407,-23.58353475,-46.66916547,são paulo,SP
14450,-23.56816236,-46.66117893,sao paulo,SP
14409,-23.55978442,-46.66607926,sao paulo,SP
14405,-23.56916844,-46.6529313,são paulo,SP
14490,-23.56902717,-46.66154015,sao paulo,SP
14408,-23.55894518,-46.66644962,sao paulo,SP
14412,-23.557768,-46.66267335,sao paulo,SP
14403,-23.56362277,-46.66760382,são paulo,SP
14406,-23.5777307,-46.68649608,sao paulo,SP
14440,-23.56654472,-46.66130053,são paulo,SP
14401,-23.56851814,-46.65191533,sao paulo,SP
14402,-23.57509552,-46.68801068,sao paulo,SP
14404,-23.56522562,-46.66117213,sao paulo,SP
14460,-23.58348907,-46.68508055,sao paulo,SP
14415,-23.56420122,-46.66559156,sao paulo,SP
14470,-23.56368877,-46.66767282,sao paulo,SP
14420,-23.5676578,-46.65114228,sao paulo,SP
14445,-23.56053737,-46.66626087,sao paulo,SP
14430,-23.56518162,-46.66932112,sao paulo,SP
14410,-23.5831029,-46.68976695,sao paulo,SP
14540,-23.57122381,-46.65646113,sao paulo,SP
14500,-23.57569278,-46.67656976,sao paulo,SP
14530,-23.56356129,-46.67126126,sao paulo,SP
14550,-23.56609071,-46.66660173,sao paulo,SP
14570,-23.55958633,-46.6605994,sao paulo,SP
14580,-23.58060979,-46.69306692,sao paulo,SP
14505,-23.56582007,-46.65801074,são paulo,SP
14590,-23.58214887,-46.68638063,sao paulo,SP
14610,-23.56365171,-46.67127371,sao paulo,SP
14600,-23.56259715,-46.66968808,sao paulo,SP
14640,-23.56390494,-46.65772251,sao paulo,SP
14620,-23.55863183,-46.66070143,são paulo,SP
14680,-23.56246639,-46.66046137,sao paulo,SP
14660,-23.58188489,-46.6684868,são paulo,SP
14670,-23.57910035,-46.68991587,sao paulo,SP
14690,-23.57271276,-46.65741174,sao paulo,SP
14783,-23.57005984,-46.65571435,sao paulo,SP
14786,-23.57351512,-46.66112293,são paulo,SP
14780,-23.58487287,-46.68632866,sao paulo,SP
14700,-23.56354257,-46.6692811,sao paulo,SP
14784,-23.56675701,-46.66673116,sao paulo,SP
14706,-23.55772037,-46.66158184,sao paulo,SP
14711,-23.57242667,-46.65506299,sao paulo,SP
14708,-23.56362277,-46.66760382,sao paulo,SP
14740,-23.56696412,-46.65698271,sao paulo,SP
14790,-23.56695437,-46.66759384,sao paulo,SP
14795,-23.57244373,-46.65714076,sao paulo,SP
14709,-23.57880304,-46.67640821,sao paulo,SP
14781,-23.57968191,-46.66963177,sao paulo,SP
14701,-23.55586436,-46.66335853,sao paulo,SP
14720,-23.56888075,-46.68874249,sao paulo,SP
14750,-23.58234679,-46.69062846,sao paulo,SP
14730,-23.56896973,-46.65367126,sao paulo,SP
14770,-23.5762922,-46.6814231,sao paulo,SP
14735,-23.56406478,-46.66916388,sao paulo,SP
14710,-23.56586399,-46.65584185,sao paulo,SP
14725,-23.56513726,-46.6656622,sao paulo,SP
14702,-23.55529984,-46.6589297,são paulo,SP
14745,-23.57233035,-46.66082328,sao paulo,SP
14760,-23.55859574,-46.65657076,são paulo,SP
14775,-23.55728607,-46.65551267,sao paulo,SP
14707,-23.57016487,-46.65912109,sao paulo,SP
14785,-23.57972914,-46.69086734,sao paulo,SP
14718,-23.58174504,-46.68398819,são paulo,SP
14765,-23.5735526,-46.65957991,sao paulo,SP
14787,-23.57766447,-46.6706569,sao paulo,SP
14704,-23.56140213,-46.65856273,sao paulo,SP
14716,-23.58141048,-46.68734921,sao paulo,SP
14715,-23.55852429,-46.66415275,sao paulo,SP
14733,-23.572802,-46.65604943,sao paulo,SP
14789,-23.57596389,-46.68786797,sao paulo,SP
14713,-23.56147117,-46.66723112,sao paulo,SP
14810,-23.58034055,-46.68231033,sao paulo,SP
14801,-23.57075562,-46.64722806,sao paulo,SP
14813,-23.56724246,-46.66116196,sao paulo,SP
14875,-23.58042657,-46.67957153,sao paulo,SP
14825,-23.88162935,-46.6438188,sao paulo,SP
14870,-23.56994327,-46.6570937,sao paulo,SP
14860,-23.56262949,-46.66087125,sao paulo,SP
14804,-23.58259923,-46.68734709,sao paulo,SP
14802,-23.5857674,-46.6814771,sao paulo,SP
14876,-23.55253839,-46.65541611,sao paulo,SP
14882,-23.57264641,-46.66051375,sao paulo,SP
14815,-23.56910314,-46.65120327,sao paulo,SP
14811,-23.57022196,-46.65491254,sao paulo,SP
14807,-23.56370227,-46.67529086,sao paulo,SP
14803,-23.58352823,-46.68288936,sao paulo,SP
14890,-23.57114381,-46.65250271,sao paulo,SP
14808,-23.56415554,-46.66999251,sao paulo,SP
14883,-23.56660536,-46.65646187,sao paulo,SP
14887,-23.5526698,-46.65581891,são paulo,SP
14805,-23.5784801,-46.67516751,sao paulo,SP
14820,-23.56312174,-46.65656671,sao paulo,SP
14830,-23.56758284,-46.65232346,sao paulo,SP
14800,-23.58102554,-46.69279452,sao paulo,SP
14806,-23.5753856,-46.65718692,sao paulo,SP
14840,-23.56262359,-46.6500606,sao paulo,SP
14850,-23.56666308,-46.65414185,sao paulo,SP
14871,-23.55763202,-46.66281285,são paulo,SP
14896,-23.57054369,-46.69129668,sao paulo,SP
14835,-23.56874279,-46.6651118,sao paulo,SP
14892,-23.56779167,-46.65664258,sao paulo,SP
14809,-23.56154593,-46.65844372,sao paulo,SP
14884,-23.57459219,-46.65837395,sao paulo,SP
14940,-23.56750865,-46.68471806,sao paulo,SP
14900,-23.56788494,-46.6596498,sao paulo,SP
14960,-23.57172657,-46.65642306,sao paulo,SP
14910,-23.57158331,-46.68967376,sao paulo,SP
14920,-23.56936147,-46.69204319,sao paulo,SP
14990,-23.56062673,-46.66095226,sao paulo,SP
14904,-23.57646147,-46.65933149,sao paulo,SP
14955,-23.5577509,-46.66322223,são paulo,SP
14930,-23.56696412,-46.65698271,são paulo,SP
14980,-23.57381739,-46.65853033,são paulo,SP
14935,-23.56347112,-46.66854246,sao paulo,SP
14907,-23.58425766,-46.68248823,sao paulo,SP
14915,-23.57791701,-46.6694526,sao paulo,SP
15041,-23.5629874,-46.66344289,sao paulo,SP
15015,-23.55606399,-46.65968318,sao paulo,SP
15051,-23.5570717,-46.66525355,são paulo,SP
15025,-23.56122213,-46.65873929,são paulo,SP
15042,-23.58075689,-46.68407291,sao paulo,SP
15047,-23.56051177,-46.66268232,sao paulo,SP
15057,-23.56219058,-46.66326268,sao paulo,SP
15085,-23.56952871,-46.66351129,sao paulo,SP
15053,-23.57084318,-46.65677241,sao paulo,SP
15076,-23.5634623,-46.64818026,sao paulo,SP
15077,-23.55753198,-46.65542038,sao paulo,SP
15050,-23.58289932,-46.69054481,sao paulo,SP
15010,-23.55219498,-46.65508094,são paulo,SP
15046,-23.56582007,-46.65801074,sao paulo,SP
15091,-23.56411241,-46.66453034,são paulo,SP
15061,-23.55095791,-46.6535604,sao paulo,SP
15043,-23.5674332,-46.65539322,sao paulo,SP
15045,-23.56872062,-46.65723411,sao paulo,SP
15092,-23.55796398,-46.65536434,são paulo,SP
15090,-23.56562698,-46.65293141,sao paulo,SP
15060,-23.55684758,-46.66370909,sao paulo,SP
15056,-23.57202728,-46.66115126,sao paulo,SP
15014,-23.56788593,-46.6509178,sao paulo,SP
15075,-23.57249867,-46.65497299,sao paulo,SP
15062,-23.56441861,-46.66758201,são paulo,SP
15081,-23.55852558,-46.66239255,sao paulo,SP
15054,-23.55716254,-46.66462401,são paulo,SP
15070,-23.56128467,-46.66429258,são paulo,SP
15055,-23.56307323,-46.66218989,sao paulo,SP
15030,-23.5695518,-46.69189585,são paulo,SP
15013,-23.56976368,-46.65699129,sao paulo,SP
15084,-23.56925275,-46.65670182,são paulo,SP
15082,-23.5788355,-46.6909282,sao paulo,SP
15093,-23.56213658,-46.66334368,sao paulo,SP
15040,-23.57710777,-46.66914371,sao paulo,SP
15080,-23.58159048,-46.68723574,sao paulo,SP
15035,-23.56616959,-46.66256054,sao paulo,SP
15020,-23.56922746,-46.69173485,sao paulo,SP
15044,-23.55884677,-46.66335686,sao paulo,SP
15086,-23.56566666,-46.65954318,sao paulo,SP
15063,-23.5659422,-46.66046113,sao paulo,SP
15052,-23.56220585,-46.65941186,sao paulo,SP
15038,-23.5532633,-46.65745132,sao paulo,SP
15048,-23.57738951,-46.67033606,sao paulo,SP
15064,-23.56687036,-46.47292586,sao paulo,SP
15130,-23.56442334,-46.66684085,são paulo,SP
15104,-23.56420107,-46.66240564,são paulo,SP
15150,-23.56057654,-46.66814353,são paulo,SP
15170,-23.56883817,-46.66175165,sao paulo,SP
15120,-23.57671545,-46.67118552,são paulo,SP
15155,-23.57000504,-46.65982045,sao paulo,SP
15115,-23.57418819,-46.68894907,sao paulo,SP
15180,-23.5774167,-46.67817482,sao paulo,SP
15110,-23.57164409,-46.65396352,são paulo,SP
15190,-23.55773262,-46.66320279,sao paulo,SP
15137,-23.56054933,-46.6614094,sao paulo,SP
15140,-23.58507067,-46.68197471,sao paulo,SP
15105,-23.56837492,-46.65308405,sao paulo,SP
15160,-23.57318589,-46.66156307,sao paulo,SP
15102,-23.57671545,-46.67118552,sao paulo,SP
15145,-23.56183554,-46.66179278,sao paulo,SP
15108,-23.56221948,-46.65848257,sao paulo,SP
15154,-23.56655884,-46.65968433,sao paulo,SP
15133,-23.56973038,-46.64842697,são paulo,SP
15195,-23.58216715,-46.68653684,sao paulo,SP
15138,-23.56945727,-46.65407226,sao paulo,SP
15131,-23.5635888,-46.66588288,sao paulo,SP
15132,-23.55198306,-46.6547331,sao paulo,SP
15135,-23.58218662,-46.69212843,sao paulo,SP
15250,-23.57866094,-46.66898833,sao paulo,SP
15200,-23.55845208,-46.65546403,sao paulo,SP
15290,-23.56898268,-46.664201,sao paulo,SP
15280,-23.58364724,-46.66936487,sao paulo,SP
15270,-23.57850416,-46.6901183,sao paulo,SP
15220,-23.56365302,-46.66405065,sao paulo,SP
15240,-23.56692961,-46.65608909,sao paulo,SP
15230,-23.57167631,-46.65773606,são paulo,SP
15275,-23.55776985,-46.66324238,sao paulo,SP
15260,-23.56789076,-46.68256094,são paulo,SP
15265,-23.57489285,-46.67376942,sao paulo,SP
15225,-23.56800531,-46.6553325,sao paulo,SP
15210,-23.56107746,-46.66858246,sao paulo,SP
15215,-23.56579486,-46.66628248,sao paulo,SP
15285,-23.56010769,-46.66000843,sao paulo,SP
15370,-23.56833732,-46.65611193,sao paulo,SP
15385,-23.57920979,-46.68555603,sao paulo,SP
15390,-23.5710943,-46.65569968,são paulo,SP
15300,-23.55756407,-46.66286983,sao paulo,SP
15350,-23.5610587,-46.66455155,sao paulo,SP
15310,-23.55910484,-46.6557779,sao paulo,SP
15320,-23.56326804,-46.67356144,sao paulo,SP
15330,-23.57054519,-46.65289925,sao paulo,SP
15340,-23.58177257,-46.68583629,sao paulo,SP
15315,-23.57442069,-46.66422199,sao paulo,SP
15380,-23.56504629,-46.65511968,sao paulo,SP
15360,-23.56831244,-46.66315036,são paulo,SP
15355,-23.57122381,-46.65646113,são paulo,SP
15313,-23.56865454,-46.65586984,sao paulo,SP
15397,-23.56403653,-46.66987205,sao paulo,SP
15367,-23.58305118,-46.68820545,sao paulo,SP
15490,-23.56783334,-46.69303526,sao paulo,SP
15400,-23.55970615,-46.66426017,sao paulo,SP
15495,-23.56832642,-46.65400892,sao paulo,SP
15460,-23.57972914,-46.69086734,são paulo,SP
15440,-23.58280556,-46.68647515,sao paulo,SP
15470,-23.57727391,-46.67300312,sao paulo,SP
15450,-23.55287857,-46.65653215,sao paulo,SP
15420,-23.55711231,-46.66527146,sao paulo,SP
15480,-23.56173471,-46.66926221,sao paulo,SP
15430,-23.5697897,-46.65449026,sao paulo,SP
15410,-23.57409269,-46.65699379,são paulo,SP
15425,-23.57830183,-46.67115106,sao paulo,SP
15417,-23.56997179,-46.65581089,sao paulo,SP
15405,-23.57081044,-46.69077501,sao paulo,SP
15520,-23.5670276,-46.66343415,são paulo,SP
15570,-23.5670879,-46.65435932,sao paulo,SP
15503,-23.56750865,-46.68471806,são paulo,SP
15530,-23.5756567,-46.68951883,são paulo,SP
15560,-23.56594654,-46.66233254,são paulo,SP
15501,-23.5638763,-46.6485932,sao paulo,SP
15502,-23.58328543,-46.68866398,sao paulo,SP
15500,-23.57592129,-46.65855275,são paulo,SP
15505,-23.56138949,-46.66875075,sao paulo,SP
15550,-23.57159626,-46.66238324,sao paulo,SP
15515,-23.56634988,-46.65463217,sao paulo,SP
15504,-23.5619305,-46.65818204,são paulo,SP
15545,-23.57720245,-46.67263108,são paulo,SP
15580,-23.57240043,-46.65872057,sao paulo,SP
15525,-23.56061724,-46.66086224,sao paulo,SP
15540,-23.56992894,-46.64816165,sao paulo,SP
15506,-23.5697983,-46.65441268,são paulo,SP
15507,-23.57865694,-46.66082655,sao paulo,SP
15600,-23.58259923,-46.68734709,são paulo,SP
15601,-23.57287476,-46.65757374,sao paulo,SP
15685,-23.56359623,-46.66766312,sao paulo,SP
15625,-23.56863962,-46.65732305,sao paulo,SP
15690,-23.5731034,-46.65800163,sao paulo,SP
15650,-23.55591273,-46.66348465,sao paulo,SP
15680,-23.57052612,-46.69093682,sao paulo,SP
15630,-23.55951167,-46.66248252,sao paulo,SP
15620,-23.5779377,-46.68636804,sao paulo,SP
15640,-23.56372853,-46.66294118,sao paulo,SP
15608,-23.56985167,-46.65370445,sao paulo,SP
15670,-23.55853399,-46.65555993,sao paulo,SP
15603,-23.55300044,-46.65665523,sao paulo,SP
15612,-23.57176242,-46.64577331,sao paulo,SP
15617,-23.57491619,-46.67519645,sao paulo,SP
15607,-23.56995869,-46.65356397,sao paulo,SP
15610,-23.57727391,-46.67300312,são paulo,SP
15604,-23.56617039,-46.6643729,sao paulo,SP
15770,-23.58241513,-46.68380132,sao paulo,SP
15760,-23.55799726,-46.66177124,sao paulo,SP
15707,-23.55757407,-46.65547119,sao paulo,SP
15775,-23.5642374,-46.6489098,são paulo,SP
15704,-23.58333717,-46.68613972,sao paulo,SP
15720,-23.56324025,-46.66188788,sao paulo,SP
15700,-23.57470803,-46.67986296,sao paulo,SP
15713,-23.57434759,-46.68889509,são paulo,SP
15703,-23.56699322,-46.67793485,sao paulo,SP
15750,-23.57434759,-46.68889509,sao paulo,SP
15755,-23.56742322,-46.66201962,sao paulo,SP
15765,-23.58193,-46.67053026,sao paulo,SP
15768,-23.56953547,-46.66226482,sao paulo,SP
15708,-23.58356678,-46.68292863,sao paulo,SP
15735,-23.58203876,-46.68445531,sao paulo,SP
15785,-23.56589419,-46.66371162,sao paulo,SP
15790,-23.57044547,-46.64759226,sao paulo,SP
15715,-23.57922967,-46.67099287,sao paulo,SP
15710,-23.57178915,-46.65496006,são paulo,SP
15780,-23.56411241,-46.66453034,sao paulo,SP
15706,-23.57664999,-46.68740005,sao paulo,SP
15740,-23.55111207,-46.65366556,são paulo,SP
15730,-23.55853399,-46.65555993,são paulo,SP
15745,-23.56308234,-46.67075029,são paulo,SP
15748,-23.56325962,-46.65830952,sao paulo,SP
15763,-23.55964917,-46.66850968,são paulo,SP
15718,-23.56924044,-46.6528413,sao paulo,SP
15773,-23.57126424,-46.65587174,sao paulo,SP
15830,-23.55892228,-46.65164153,sao paulo,SP
15850,-23.57249867,-46.65497299,são paulo,SP
15840,-23.57524109,-46.66307398,são paulo,SP
15800,-23.57492548,-46.685052,sao paulo,SP
15825,-23.56837816,-46.66014259,sao paulo,SP
15880,-23.56808061,-46.66203407,sao paulo,SP
15801,-23.55863617,-46.66613312,sao paulo,SP
15802,-23.5649628,-46.67630075,são paulo,SP
15804,-23.56406343,-46.66982296,sao paulo,SP
15870,-23.5772125,-46.67216386,sao paulo,SP
15828,-23.5822672,-46.66894789,sao paulo,SP
15895,-23.57732466,-46.66094127,sao paulo,SP
15806,-23.55898156,-46.66689375,sao paulo,SP
15885,-23.56598931,-46.66567255,sao paulo,SP
15808,-23.57020304,-46.66000945,sao paulo,SP
15810,-23.56142634,-46.66539988,sao paulo,SP
15820,-23.56689881,-46.66251288,sao paulo,SP
15890,-23.55590776,-46.6612847,sao paulo,SP
15803,-23.56320131,-46.67088129,sao paulo,SP
15860,-23.55787759,-46.66165414,são paulo,SP
15823,-23.58403592,-46.68670291,sao paulo,SP
15807,-23.5634244,-46.66328963,são paulo,SP
15809,-23.57094861,-46.65401308,sao paulo,SP
15845,-23.58455515,-46.68583289,sao paulo,SP
15805,-23.5831029,-46.68976695,são paulo,SP
15812,-23.56448528,-46.67441861,sao paulo,SP
15816,-23.56795465,-46.65646258,são paulo,SP
15813,-23.58172548,-46.68715826,são paulo,SP
15855,-23.58188143,-46.69230702,sao paulo,SP
15835,-23.57000504,-46.65982045,são paulo,SP
15811,-23.56637453,-46.47322242,sao paulo,SP
15868,-23.55878131,-46.66443132,sao paulo,SP
15960,-23.55817696,-46.66222298,sao paulo,SP
15991,-23.57330552,-46.68826784,sao paulo,SP
15900,-23.56670479,-46.65954236,sao paulo,SP
15990,-23.575546,-46.68813442,sao paulo,SP
15997,-23.57968273,-46.67028461,são paulo,SP
15970,-23.5645419,-46.64934349,sao paulo,SP
15910,-23.56225638,-46.66024387,sao paulo,SP
15950,-23.57081044,-46.69077501,são paulo,SP
15920,-23.56755495,-46.65756252,sao paulo,SP
15995,-23.56524782,-46.65594219,sao paulo,SP
15953,-23.56199236,-46.66599035,são paulo,SP
15940,-23.57720245,-46.67263108,sao paulo,SP
15996,-23.57892217,-46.66837384,sao paulo,SP
15915,-23.56995998,-46.6546616,sao paulo,SP
15980,-23.56638623,-46.66887273,sao paulo,SP
15930,-23.55792699,-46.66248232,sao paulo,SP
15945,-23.56734948,-46.66555207,sao paulo,SP
15999,-23.57502841,-46.68587863,são paulo,SP
15993,-23.56976368,-46.65699129,são paulo,SP
15903,-23.567787,-46.64909925,sao paulo,SP
15905,-23.57555871,-46.65902223,sao paulo,SP
16072,-23.56630501,-46.66451405,são paulo,SP
16071,-23.56593861,-46.66405015,sao paulo,SP
16015,-23.57472874,-46.6886263,sao paulo,SP
16013,-23.56722919,-46.65345213,são paulo,SP
16018,-23.56085976,-46.6665928,sao paulo,SP
16021,-23.56827644,-46.66318284,sao paulo,SP
16020,-23.57184931,-46.65742165,sao paulo,SP
16010,-23.56190677,-46.66760082,sao paulo,SP
16057,-23.57020994,-46.66326786,sao paulo,SP
16056,-23.555693,-46.65936037,sao paulo,SP
16025,-23.56028462,-46.6616231,sao paulo,SP
16076,-23.55314364,-46.65729271,sao paulo,SP
16026,-23.5593768,-46.66496382,sao paulo,SP
16052,-23.5649628,-46.67630075,sao paulo,SP
16050,-23.56093046,-46.65175016,sao paulo,SP
16080,-23.56632307,-46.65628099,são paulo,SP
16074,-23.56975444,-46.6637619,sao paulo,SP
16022,-23.56872588,-46.65175119,sao paulo,SP
16055,-23.57032558,-46.67299258,sao paulo,SP
16012,-23.57501687,-46.68626894,são paulo,SP
16075,-23.57858486,-46.68999571,sao paulo,SP
16011,-23.5672684,-46.68490777,sao paulo,SP
16070,-23.57524158,-46.68667854,sao paulo,SP
16058,-23.57326631,-46.69144668,sao paulo,SP
16023,-23.5715194,-46.65964405,sao paulo,SP
